App Link on Google Play,Application Name,Number of Reviews,Application Description,Number of Characters in Description,Overall Rate,First Page Reviews,Number of Characters in First Page Reviews,Last Update,Ending Date,Number of Days Since Last Update,App Size,App Installs, Version Required,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.infiniteach.accessibility.houstonmuseumofnaturalscience,Access Houston Museum of Natural Science,5.00,"Come explore Houston Museum of Natural Science’s 4 floors of exhibits! The Museum is home to the Burke Baker Planetarium, Wortham GIANT Screen Theatre, Cockrell Butterfly Center and a fascinating variety of permanent exhibit areas that examine astronomy, space science, Native American culture, paleontology, energy, chemistry, gems and minerals, seashells, Texas wildlife and much more.Access HMNS was developed to help all families and school groups, especially those with disabilities or young children, prepare for a day at the museum. In the app, you’ll be able to learn more about our exhibits, create your own schedule for the day, play HMNS memory, and check out features like our sensory-friendly map and insider tips. We can’t wait to welcome you to the museum!Read moreCollapse",788.00,4.80,So helpful!,11.00,06/10/2020,19/03/2021,164.00,96.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=edu.byu.moa.app,BYU Museum of Art App,,"New mobile app for the BYU Museum of Art (MOA). The MOA offers a dynamic exhibition schedule of world-class artwork. Experience the artwork, exhibitions, and more with the BYU MOA app!Read moreCollapse",201.00,0.00,"I'm sure I will love this app, but it's having some technical issues. I was in the Heavens tour and just entering the red room when I could no longer respond with "" I am here"" because it was beneath where I could tap, and I couldn't go any further. Please fix this as I was loving it before this happ...Full ReviewI'm sure I will love this app, but it's having some technical issues. I was in the Heavens tour and just entering the red room when I could no longer respond with "" I am here"" because it was beneath where I could tap, and I couldn't go any further. Please fix this as I was loving it before this happened on my android Note 8. I also wish that was a way to enlarge the art so we could see details you refer to. For example, I could barely see the watches in the pawn shop of the sandal by the pool. The app is not formatted to fit the screen. The buttons at the top conflict with the notification shade. App locks up an end the tour",946.00,13/03/2020,19/03/2021,371.00,2.60,500.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.MaillolFRAndroid,Maillol Museum,6.00,"Located on Rue de Grenelle, right in the heart of the seventh arrondissement of Paris, the Musée Maillol houses the largest collection of works by Aristide Maillol, an artist who revolutionised modern sculpture. Ever since the eighteenth century, this elegant mansion, with its paved courtyard and famous façade decorated by Edme Bouchardon, has been devoted to art.This application includes: - A guided tour lasting 40 minutes: 17 points of interest and works and several thematic distractions guide you on your discovery of the artistic technique of Maillol and the creation of the museum- More than 40 zoomable HD images - 1 interactive map allowing you to navigate inside the museum- Practical information to prepare your visitThis application is also available in French. Application development by smArtapps. Recording and editing by SycomoreRead moreCollapse",865.00,0.00,Without Review,14.00,15/06/2020,19/03/2021,277.00,31.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.immersiveart,Immersive Art Experience,34.00,"The application « Masterpieces on focus » offers you to discover in a fun way and playful manner the masterpieces of immersive exhibitions of our 3 digital art centers through original anecdotes on 30 major works from each exhibition.« Monet, Renoir… Chagall. Journeys around the Mediterranean » at Atelier des Lumières in Paris (28 February 2020 to 3 January 2021). From Monet’s Water Lilies to Chagall's Noah’s Ark via Renoir’s Bal au Moulin de la Galette, learn more about masterpieces of this itinerant journey, from Impressionism to Modernism.« Dalí, the endless enigma » at Carrières de Lumières in Baux-de-Provence (6 March 2020 to 3 January 2021). From The Discovery of America by Christopher Columbus to The Persistence of Memory via The Temptation of St. Anthony, discover the artist’s amazing and highly imaginative works. « Gustav Klimt, gold and colour » at Bassins de Lumières in Bordeaux (17 April 2020 to 3 January 2021). From Judith I to The Virgin via the famous work The Kiss, find the major works of this journey covering a century of Viennese painting.Exhibitions produced by Gianfranco Iannuzzi, Renato Gatto, and Massimiliano Siccardi, with the musical collaboration of Luca LongobardiRead moreCollapse",1225.00,2.20,"I enjoy the artwork, but the Playlists won't load. Why have a playlist, and an app for an immersive experience, and then not actually play the music? Bizarre app Nothing loads up hoping it's a glitch you can sort out soon. Click on an exhibition and all I get are blank squares. The app does not work.Stops all the time.",320.00,02/06/2020,19/03/2021,290.00,28.00,5000.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.bauxAndroid,Château des Baux-de-Provence,5.00,"This application invites you to embark on the discovery of the Château des Baux-de-Provence, one of the finest medieval sites in France, located in the heart of the Alpilles. This 12th-century fortress, overlooking Arles and the Camargue as far as the sea, brings to life the tumultuous history of the Counts of Provence. This application includes: - A 360° panoramic tour: From the summit of the Saracen tower, discover the remains of the castle and a vista of Provence stretching out to the sea (Arles, the Camargue, the Alpilles, Marseille ...). - A visit from the dungeon to the siege engines, passing by the dovecote or the castle’s chapel, enjoy a full audio-guided tour of the castle. - Interactive map of the Château allowing you to navigate easily, - Over 100 enlargeable HD pictures, - Practical information to prepare your visit.Read moreCollapse",857.00,3.80,Audio ne fonctionne pas,23.00,04/12/2018,19/03/2021,836.00,19.00,1000.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.autoAndroid,Cité de l'Automobile,,"Welcome to the largest car museum in the world! The Cité de l’Automobile showcases 400 classic, prestige and racing cars which trace the history of the automobile. This application includes: - A commented 1 hr 20 mins guided-tour: through 33 exceptional cars and several thematic distractions, you will discover the history of this site and the world of the automobile, - Over 130 enlargeable HD historical or recent pictures, - An interactive map of the Museum allowing you to navigate easily,- Practical information to prepare your visit.Read moreCollapse",557.00,0.00,Doesn't work,12.00,26/10/2018,19/03/2021,875.00,19.00,1000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.nimesAndroid,Amphitheatre of Nîmes,13.00,"This application invites you to embark on the discovery of the Amphitheatre of Nîmes and the most emblematic monuments of the city (“Maison Carrée”, “Tour Magne”…). This application includes: - A commented 80 minutes guided-tour: through 17 points of interest and several thematic distractions, you will discover the history of this site, the Roman Antiquity and the world of gladiators,- A geolocalised visit: from the “Maison Carrée” to the “Tour Magne”, passing by the “Carré d’Art” and the “Jardins de la Fontaine”, discover monuments incontournables de la ville de Nîmes,     - Over 150 enlargeable HD pictures, - 2 interactive maps allowing you to navigate easily,- Practical information to prepare your visit.   Powered by smArtappsRead moreCollapse",756.00,3.50,poor. did not work once inside amphitheatre 👌🏼,48.00,15/10/2018,19/03/2021,886.00,18.00,5000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.culturespaces.orangeAndroid,Theater and Museum of Orange,,"Listed as a UNESCO Heritage Site, the Theatre of Orange is the best-preserved roman theatre in Europe. The Art and History Museum of Orange traces back the history of the city through an important collection of artistic and daily-life pieces. This application includes: - A commented 80 minutes guided-tour: through 21 points of interest and several thematic distractions, you will discover the history of this site, from Roman Antiquity to today’s famous the guide you on your discovery of the site, as well as Roman Antiquity and the performances associated to it,- Over 100 enlargeable HD pictures, - The trailer of the virtual reality, - 4 interactive maps allowing you to navigate easily,- Practical information to prepare your visit.Read moreCollapse",756.00,0.00,Without Review,14.00,04/10/2018,19/03/2021,897.00,19.00,1000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=fr.parismusees.liberation,Liberation of Paris Museum,,"Let the museum visit companion guide you in discovering the Museum of the Liberationof Paris – Museum of General Leclerc – Jean Moulin Museum! It includes:- Two chronological pathways adapted to the time you have available for your visit- Comments on the key items in the pathways- A map to show you where you are at all times in the new museum!- All the useful information you need to prepare your visit- Access to the online collections for a more in-depth approach.This app is designed for all audiences, as well as for teachers who would like to prepare avisit to the museum for a school group.The chronological visit presents the actions of Jean Moulin and Philippe de Hauteclocque inthe period between the wars in France, the collapse of the country in June 1940, theOccupation, the interior Resistance and the fighting that continued until France wasliberated, with Paris as its strongest symbol.The “Liberation of Paris Museum” app will be frequently updated with new contents. Pleaselet us know what you think about your experience!Read moreCollapse",1058.00,0.00,Without Review,14.00,15/11/2019,19/03/2021,490.00,43.00,500.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.dtopeng.hojar,History of Java Museum AR,18.00,This is the application of the History of Java Museum Augmented Reality for visitors who want to enjoy the content of the museum with interactive. In this application there are a variety of 3D objects from different zones in the museum. Visitors can learn and also enjoy the interactive.INTERACTIVEPeople can be enjoy 3D AR information about museum and sound.Read moreCollapse,376.00,4.40,"nice to the history of java museum VERY HELPFUL AND AMAZING great app!!! Ekspektasi tak sesuai dengan realita,",110.00,02/02/2020,19/03/2021,411.00,90.00,1000.00,4.10,,,,,,,,,,,
https://play.google.com/store/apps/details?id=fr.smartapps.JOUY_fr,Toile de Jouy Museum,7.00,"Toiles de Jouy: Oberkampf’s Virtual FactoryThis app will enable you to discover Christophe Philippe Oberkampf’s life and work, the creator of the “Toiles de Jouy”. From 1760 to 1815, the Jouy-en-Josas factory has printed around 30000 different patterns. Those cloths remain today as a source of inspiration for many contemporary designers in France and abroad. The ‘Amis de la Toile de Jouy’ association imagined this app which presents:-An interactive tour in current Jouy-en-Josas with 360° reconstitutions of what was the factory in the XVIII century-The steps to create and print the Toiles de Jouy-Oberkampf’s biography including written and audio contents-More than 200 pictures of Toiles de Jouy you can find at the Museum along with references and explanations-Useful information to prepare your visit at the Toile de Jouy Museum in Jouy-en-Josas.Read moreCollapse",872.00,0.00,Without Review,14.00,04/01/2018,19/03/2021,1170.00,20.00,500.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.msl.velimir,Museum of Velimir Khlebnikov,7.00,"Mobile guide to Museum of V. Khlebnikov will take you to the creative world of the great Russian poet and writer. Exclusive multimedia tours through the halls and exhibits of the museum will tell you about poet's life, reflect inspiration of his literary world and get you acquainted with his work and achievements. Use interactive map to explore the halls of the museum. Through automatic recognition of the exhibits via scanner you will be provided with various information on the museum's exposition. Rich multimedia materials will help to unleash the creative path of Khlebnikov and show his contribution to the world literature. Museum of V.Khlebnikov is the winner of grant competition ""Changing Museum in a Changing World"" by Vladimir Potanin Foundation.Read moreCollapse",778.00,0.00,Without Review,14.00,15/12/2014,19/03/2021,2286.00,11.00,100.00,2.20,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.kc.railmuseumcompanion.autodetect,National Rail Museum New Delhi,7.00,"We are pleased to launch this official App for the National Railway Museum, New Dehli. This App will serve as an ideal Companion for the Visitors. This App automatically detects the visitors location inside the museum ( This feature is only available to Android Phone OS version Jelly Bean 4.3 and above with BlueTooth v4.0 ), and presents him with appropriate multimedia information about the exhibit in context. The App gives the visitor benefits of...                 Auto Detection of the Visitors entry near the exhibit in context and present him appropriate information          Finding his location on the Museum Map         Serving as Audio Guide to certain exhibits         Interactive Multi Level maps         Learn More links to get additional information about the exhibits         Getting Special Offers from the Souvenir Shop directly to his mobile         Writing comments/ blogs about the exhibits visited         Sharing information on the Social Media         Participating in the contextual Quiz         Alerts the visitors about Tress passing into No Go areas         Loads of other information on his fingertipsRead moreCollapse",1149.00,2.30,"Pathetic app....it says User Registration is optional...but wouldn't continue after the first page itself....hangs very bad, wastage of time . app not working. Not working shows server connection error message Highly recommended Great app! Has lot of information about the exhibits at the Railway Museum, easy to navigate and layout is very well organised.",356.00,05/01/2016,19/03/2021,1900.00,10.00,1000.00,4.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=edu.ku.spencer.spencertourapp,Spencer Museum of Art - KU,7.00,"The Spencer Museum of Art app provides easy access to the Museum’s collection through images, videos, and text. Explore with audio and video tours, browse photographs of objects with multiple views, and learn more with digital label copy.Read moreCollapse",255.00,4.40,"Great way to explore the museum both onsite and from afar! works well, minimal crashes As good as not being there could get while you are there. Very helpful with providing additional information while visiting the museum.",222.00,17/04/2018,19/03/2021,1067.00,4.60,100.00,4.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.encurate.morrisonmuseumofnaturalhistory,Morrison Museum,,"Your virtual tour guide to the Morrison Natural History Museum in Morrison, Colorado. Use this app to provide more detail to your museum experience. New tours in development.Read moreCollapse",191.00,0.00,Without Review,14.00,19/06/2020,19/03/2021,273.00,18.00,50.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.encurate.brintonmuseum,The Brinton Museum,,Learn more about The Brinton Museum with our app!  App tours of the museum include detailed information about the collection that is unavailable elsewhere.  The app will locate where you are on the Quarter Circle A Ranch property and guide you to important sites.  Enjoy doing the “Hunt for the Horned Toads” scavenger hunt as you stroll around the grounds.  Walk the Nature Trail and learn more about area birds and wildlife.  We’ve also included a schedule of events at The Brinton and information on our shows and exhibits.Read moreCollapse,543.00,0.00,Without Review,14.00,20/08/2020,19/03/2021,211.00,24.00,10.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.encurate.americanwritersmuseum,American Writers Museum,,"Enhance your AWM experience with its first mobile app! Spark inspiration as you delve into more than 400 years of American writing and more than 300 writers of many genres. This custom app powered by Encurate Mobile Technology allows you to choose personalized tours, utilize an interactive map, and more while exploring the Museum at your pace. As you walk around the Museum, simply keep your smartphone where you can feel it vibrate and the app will notify you of spaces that match your chosen interests.The AWM mobile app features: •Personalized Tour Content: Choose what you are most interested in. Not sure where to start? Check out the Highlights! Running short on time? Find out what you can’t miss, and learn what you want to see next time.•Interactive Map: Easily know where to go with the interactive map. Practical information like the location of the restrooms and exits is easy to find through the Search function. The location-aware map will show you your location and where you want to go. Find the areas you are most interested in and add them to your “Likes” page to review and explore later.•Get the most out of the Museum’s interactive features! The app is your best guide to the interactive elements of the Museum. All the senses will be engaged through the exhibits, with the app leading you to our favorite spots and highlighting audio, scent, and visual elements.Read moreCollapse",1403.00,0.00,Without Review,14.00,31/03/2020,19/03/2021,353.00,63.00,100.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.ettsolutions.museoarcheologico,Archaeological Museum of Milan,20.00,"A virtual guide to discover the Civic Archaeological Museum of Milan and the history of its area: the former Monastery of San Maurizio Maggiore.Use the interactive app, developed by ETT S.p.A. and owned by Comune di Milano - Civico Museo Archeologico, to visit the Archaeological museum. Through the five beacons, discover information about the museum, the towers and Roman walls still standing in the museum cloister and  the remains of a Roman house that you can visit. You will see reconstructions of Milan at the end of the 3rd century, the Roman circus and do a 360° tour of the two towers.The guide also offers the chance to see 3D images of some of the highlights in the museum collections.Even at home, you can see the photo gallery with reconstructions of the monuments (towers and monastery), when you want, you can visit the Roman towers and get information and images of the most important finds.Inside the museum are still visible some extraordinary monuments of  Milan in the Roman: a stretch of the city walls and two towers, still standing, dating back to the 3rd cent. A.D., when Milan was one of the capitals of the Roman Empire. Also in the area, a domus, a Roman house was found and is still preserved: in addition to parts of the walls and floors, fragments of painted plaster are visible.The application offers the opportunity to visit, virtually, the two towers: the square tower of the roman circus, which later became the bell tower of the Monastery, and the polygonal tower of the city walls, later incorporated into the structure of the monastery and decorated with frescoes, of the Giotto school, on the lower floor.The app allows you to follow through the course of the centuries, up to today, the history of this particular place, unique in Milan, which is linked to the church of San Maurizio Maggiore, a 16th century  wonder that conserves the frescoes of Bernardino Luini.Copyright: Comune di Milano - Civico Museo ArcheologicoRead moreCollapse",1977.00,0.00,Without Review,14.00,02/12/2015,19/03/2021,1934.00,71.00,1000.00,4.30,,,,,,,,,,,
https://play.google.com/store/apps/details?id=de.linon.sophia.sophiandroid.mfw.standard,MAINFRÄNKISCHES MUSEUM,,The official audio guide app for the permanent collection of the Mainfränkisches Museum Würzburg with all audio guide tracks and (some) images of the works as well as information on the museum and your visit.Read moreCollapse,225.00,0.00,Without Review,14.00,07/04/2017,19/03/2021,1442.00,76.00,100.00,4.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.casanovaexperience.app,CASANOVA MUSEUM & EXPERIENCE,,"RivivI le grandi emozioni del 1700 veneziano attraverso la vita e i pensieri del grande Giacomo Casanova, scrittore, poeta, avventuriero nonché amatore per eccellenza.  A Venezia, non distante da Canal Grande a Cannaregio, nella cornice di stile gotico di Palazzo Pesaro Papafava, esiste un luogo che vi condurrà in un inedito percorso museale ed esperenziale sulle tracce del famoso amatore Giacomo Casanova: è il Casanova Museum & Experience, nuova realtà museale veneziana. Noto più per la sua fama di avventuriero amoroso che per la sua copiosa produzione letteraria e poetica, il mito di Casanova è ancor oggi conosciuto ed amato in tutto il mondo. Giacomo Girolamo Casanova (Venezia 2 Aprile 1725 – Duchov 4 giugno 1798) è un personaggio ecclettico e complesso, ancor oggi completamente da svelare. Avventuriero, scrittore, poeta, alchimista, diplomatico, filosofo e spia. Ma soprattutto grande conoscitore dell’animo femminile e colui che fece del proprio nome l’emblema del seduttore e libertino. Un animo indomabile che liberamente e gioiosamente “sarebbe andato ovunque il vento lo avesse portato”. Fra corti e salotti, Casanova sfiorò un momento di svolta epocale della storia. Lasciatevi quindi portare anche voi sulle tracce di un tempo senza tempo e di uomo straordinario, audace e dissoluto, affamato di cultura, beltà e di tutto ciò che la vita poteva offrire. Ripercorretene la vita e le vicende, i suoi amori, i suoi viaggi e i suoi innumerevoli incontri galanti attraverso luoghi in cui si sono realmente svolti. Lasciatevi condurre tra calli e campielli nascosti, corti e palazzi storici, e vivete la vita di Casanova nella sua Venezia più vera, raccontata attraverso i veri luoghi che furono teatro delle sue avventure e che hanno visto il consumarsi le sue alterne vicende di fortuna e fama. Questa app multilingua e multilevel, aiuterà il visitatore ad orientarsi negli spazi museali rendendovi protagonista della storia di Casanova, facendovii vivere in prima persona il suo mondo, nel suo tempo. Dagli scritti che lo vedono protagonista, fino ai suoi stessi documenti autografi, verranno estrapolati i momenti più significativi della sua vita. Tra scenografie e ricostruzioni virtuali, alternando ambienti immersivi ed exhibit interattivi, momenti di visione collettiva e di fruizione individuale, vi verrà offerta un'esperienza variegata, emozionante e coinvolgente. Fatevi sedurre dalla storia e dall’ ingegno del famoso libertino, scoprendo luoghi ed usanze del periodo più vizioso che la città lagunare vide nella sua millenaria storia.Inoltre la app Casanova Museum & Experience, grazie alla sua funzione geolocalizzata vi condurrà in una esclusiva ed eccezionale scoperta della città di Venezia. Attraverserete calli e campielli, angoli segreti e misteriosi, tutti luoghi in cui realmente Casanova visse e fu protagonista delle sue avventure.Relive the great emotions of 1700 Venetian through the life and thoughts of the great Giacomo Casanova, writer, poet, adventurer and lover par excellence.In Venice, not far from the Grand Canal in Cannaregio, in the Gothic style setting of Palazzo Pesaro Papafava, there is a place that will take you on an unusual museum and experiential in the footsteps of the famous lover Giacomo Casanova is Casanova Museum & Experience, new Venice museum reality.Known more for his reputation for loving adventurer for his copious literary and poetic production, the myth of Casanova is still known and loved around the world.Giacomo Girolamo Casanova (Venice April 2, 1725 - Duchov June 4, 1798) is an eclectic and complex character, still completely unravel. Adventurer, writer, poet, alchemist, diplomat, philosopher and spy. But most of all great female soul connoisseur and one who did his name the emblem of the seducer and libertine. An indomitable spirit that freely and joyfully ""would go wherever the wind had brought him.""In short, living rooms, Casanova touched a moment of epochal change in history. Let us then bring you also on the trail of a timeless time and extraordinary man, bold and dissolute, hungry for culture, beauty and everything that life could offer. Ripercorretene their lives and fortunes, his loves, his travels and his many romantic encounters through places where they are actually carried out. Let yourself from hidden streets and squares, courtyards and historic buildings, and live the life of Casanova in his real Venice, it told through the real places that were the scene of his adventures, and who have seen the consumed its vicissitudes of fortune and fame .This app multilingual and multi-level, will help visitors to orientate in museum spaces making you protagonist of the story of Casanova, facendovii personally experience his world in his time. From the writings that the protagonist, up to his own handwritten documents, will be extrapolated the most significant moments of his life.Between sets and virtual reconstructions, alternating immersive environments and interactive exhibits, moments of collective vision and individual use, you will be offered a varied experience, exciting and engaging. Indulge yourself in the history and the 'genius of the famous libertine, discovering places and customs of the most vicious period that the city saw in its long history.In addition, the app Casanova Museum & Experience, thanks to its geographic location feature will take you on an exclusive and exceptional discovery of the city of Venice. Drive through the streets and squares, secrets and mysterious corners, all places where Casanova actually lived and was the protagonist of his adventures.Read moreCollapse",5622.00,0.00,Without Review,14.00,06/06/2018,19/03/2021,1017.00,94.00,500.00,5.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.mcc.nationalmuseum,Bangladesh National Museum,33.00,"Ministry of Cultural Affairs of Government of People’s Republic of Bangladesh believes the National Museum of Bangladesh is an important cultural establishment for the country. The main duties and responsibilities of the ministry is to conserve , spread and create awareness of contemporary arts, ethnic precedents, historical debris,  and other cultural affairs that’s being  lost or hidden in the midst of current society.The beginning of this App contains a brief introduction of the national museum. This APP will provide information on visiting hours of different branches, the price of tickets, GIS location of museums and 42 independent virtual galleries of the National Museum. The process and application forms to rent an auditorium of museums is attached in the APP. Moreover pictures of special precedents will also be available on the app.Read moreCollapse",868.00,4.30,"Suggestion Make it rich with floor plan, History etc good Excellent app! Bravo bangladesh. Nice",95.00,23/09/2014,19/03/2021,2369.00,1.70,1000.00,3.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.mgps.gbg,Flores Museum,,"The George Flores Historical Center is the gathering place to discover the rich history and cultural heritage of Inalahan, one of Guams oldest villages. And The Flores Museum App is the perfect companion during your visit!Complete information on the history and development of Inalahan from Pre-Latte and Latte periods, the Spanish Discovery and Occupation, the Influence of American Possession, and life during Wartime under the Japanese Army.Legends and stories about Old Inalahan and it's heroes!Pictures and Information about Prominent figures in Inalahan History!Embedded Maps allowing you cellular free navigational aids!Current Weather and Forcasts for Inalahan!A walking tour map with historical sites of interest in Inalahan!The Flores Museum app is a must have for your trip to Inalahan and Southern Guam!Read moreCollapse",832.00,0.00,Without Review,14.00,14/08/2015,19/03/2021,2044.00,28.00,100.00,3.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.livestyled.pophouse,ABBA The Museum,6.00,"Coming to ABBA The Museum?Get the full ABBA experience for your visit by downloading our brand-new Pop House app. From audio guides to ABBA-themed selfies, our app helps you to explore more, learn more and experience more.  Learn about the app below, then download to get your ABBA The Museum experience started.  Audio guide: If you are at the museum you can immersing yourself in the world of ABBA. It couldn't be easier with the audio guide feature. Simply enter the code on the exhibition in your app to hear the band bring each exhibition to life with stories and memories from their incredible careers. Information: Keep an eye on upcoming events at Abba The museumRead moreCollapse",688.00,1.70,"Doesn't work. Useless. Wrong descriptions in wrong languages. Only played the audio guide in Spanish no matter which language you set it 
for.",142.00,29/05/2020,19/03/2021,294.00,49.00,500.00,6.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.moyosamedia.artdistrict.tkc,The Kremer Collection VR Museum,,"Art like never before. The Kremer Museum is an innovative new museum concept that combines the newest VR technology with world-class Old Master paintings. The museum includes pieces by Rembrandt, Aelbert Cuyp, Frans Hals and many more Old Masters from the Dutch Golden Age.Walk around a fantastic new space, where the balance between traditional museums and VR is represented through a new sort of architecture. Be sure to check out Rembrandt’s “old man with a turban”, walk through it, and see the original back of the panel, to explore the work’s unique stamps of provenance.Designed by architect Johan van Lierop, Founder of Architales and developed by MOYOSA MEDIA from the Netherlands, the museum features 74 Dutch and Flemish Old Master paintings from the Dutch Golden Age, and is  accessible exclusively through VR.History and future of the power of art combined. Get up close and personal with the paintings, examine brushwork and colors in great detail, and listen to George & Ilone Kremer - the founders of the collection - explain what is special about each painting. George Kremer: “Our journey as collectors has always been about finding the highest quality artworks and simultaneously finding ways to share them with as many people as possible. My wife Ilone and I believe we can make a greater contribution to the art world by investing in technology rather than in bricks and mortar for our collection.”“First there were museums, then private museums and now  virtual reality privately owned museums are entering the scene” Melanie Gerlis, Financial Times“Virtual Reality Museum Puts Rembrandt in High-Def” - Molly Schuetz, Bloomberg - “The Newest Home for Rembrandt and the Dutch Masters Is Gorgeous Outer-Space Museum” -  Brian Boucher, artnet“At the new Kremer Museum, the lighting is perfectly optimized to accentuate the colors, brushstrokes, and details in each painting” - Sarah Burke Artsy“By far the best VR experience I’ve seen so far” - Nikolaus Weil, Entrepreneur (Mindex, SingularityU Germany) & Film Producer - Earth and Deep BlueRead moreCollapse",2077.00,0.00,"Fantastic old masters museum app! Rembrandt, Frans Hals, Pieter de Hooch, Aelbert Cuyp and so many more fantastic masterworks from the Dutch Golden Age are displayed here in super high resolution! Pretty good virtual museum App, the qualities of the paintings displayed in it do feel pretty good, the information (including the voice) provided for each painting are also detailed, so you can have some ideas about where you should look at. Also the newly added Spatial Audio, swipe to turn feature...Full ReviewPretty good virtual museum App, the qualities of the paintings displayed in it do feel pretty good, the information (including the voice) provided for each painting are also detailed, so you can have some ideas about where you should look at. Also the newly added Spatial Audio, swipe to turn feature and 6-DoF device (like Mirage Solo) support make it more satisfied to use. For Mirage Solo users, remember to turn off the ""force WorldSense on 3-DoF App"" toggle since it will break some feature.",1007.00,02/08/2019,19/03/2021,595.00,22.00,10.00,7.00,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.onspotstory.gotland,Gotlands Museum,,"THE GOTLAND MUSEUM is the Mecca of Gotland's cultural history and is run by the association Friends of the Historical Museum. The museum has a broad operation, with several independent museums. The Historical Museum is the county's flagship of cultural history and Gotland's Art Museum presents contemporary art combined with crafts and design.The Visby ruins, the rural museums Norrby, Kattlund and Petes is also included under The Gotland Museum organisation.Read moreCollapse",478.00,0.00,Without Review,14.00,25/06/2020,19/03/2021,267.00,9.30,500.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=guru.meditation.museiitalia,Museums in Italy,33.00,"Discover more than 6,000 museums, buildings, historic places and monuments in Italy.Explore the open data database DBUnico 2.0 provided by Ministry of Cultural Heritage and Activities (Italy), the culture ministry of the Italian Republic (licensed under Creative Commons Attribution 3.0 (CC-BY))Read moreCollapse",312.00,0.00,Without Review,14.00,01/09/2017,19/03/2021,1295.00,0.73,5000.00,4.40,,,,,,,,,,,
https://play.google.com/store/apps/details?id=com.espro.android.mediaplayer.phil,Rodin Museum,19.00,"The Rodin Museum Opened to the public in 1929 in a beautiful Beaux Arts building on the Benjamin Franklin Parkway, the Rodin Museum houses some 140 works in bronze, marble and plaster by the great French sculptor Auguste Rodin. A gift to the city from philanthropist and movie theatre magnate Jules Mastbaum, the Museum offers one of the most comprehensive collections of the artist’s work outside Paris. This application presents thirty-one sculptures by Rodin with audio and visual information on the objects, the artist and the Museum in Philadelphia. Information is presented by a museum curator, conservator and architectural historian. Pinch screen technology allows for extreme close up views of each object. Users can select objects a random, follow one of three related themes, share experiences through social media, and contribute to the Museum’ s online presence through photo sharing. The Rodin Museum, Philadelphia Benjamin Franklin Parkway at 22nd Street Philadelphia, PA 19130 Category views, numeric keypad entry and the keyword search function enable you to access the tour anyway you wish.Read moreCollapse",1125.00,4.60,A+ Couldn't really ask for more. The museum itself is amazing but having the app made the experience even better. Didn't know there was an audio tour until I was in the middle of the museum and the docent even offered ear phones once she saw that I was using the app. saved us alot of time waiting in line for ticket for audio guid. (wr had museum pass). works well. good quality content audio. idea for improvement : dont stop audio on screen lock . Love it Best museum app. Emphasizes the collection with accurate photos and information.  No clutter. Recommended whether you can go there or not. Impressed! A very nice accompaniment to our visit and a nice souvenir with future learning opportunities.  Thank you!,715.00,19/07/2012,19/03/2021,3165.00,44.00,5000.00,2.00,,,,,,,,,,,
